artist_id,genre
a166,electro house
a166,melbourne bounce
a166,pop dance
a166,progressive electro house
a166,progressive house
a999,album rock
a999,classic rock
a999,hard rock
a999,rock
a647,escape room
a647,hip hop
a647,indie soul
a647,neo soul
a1000,dance pop
a1000,pop
a1000,escape room
a1000,hip hop
a1000,indie soul
a1000,neo soul
a1001,dance pop
a1001,pop
a1001,escape room
a1001,hip hop
a1001,indie soul
a1001,neo soul
a1002,big room
a1002,brostep
a1002,dutch edm
a1002,edm
a1002,house
a1002,pop dance
a1002,progressive electro house
a1002,slap house
a1002,trance
a1003,australian rock
a1003,freakbeat
a1003,protopunk
a1003,psychedelic rock
a1004,pop
a1004,alt z
a1005,dance pop
a1005,pop dance
a1005,uk dance
a1005,uk pop
a573,pop dance
a1006,boy band
a1006,pop
a1007,neo mellow
a1007,piano rock
a1007,pop rock
a1008,adult standards
a1008,mellow gold
a1008,soft rock
a1008,yacht rock
a1009,australian rock
a1009,hard rock
a1009,rock
a1010,neo mellow
a1010,piano rock
a1010,pop
a1010,pop rock
a1011,alternative metal
a1011,comic
a1011,funk metal
a1011,funk rock
a1011,nu metal
a1011,rap rock
a1012,pop
a1012,reggae fusion
a1013,halloween
a1013,novelty
a1014,halloween
a1014,novelty
a1016,britpop
a1016,lancashire indie
a1016,piano rock
a1018,dance pop
a1018,pop
a1018,pop rap
a1018,post-teen pop
a1018,hip pop
a1018,queens hip hop
a1018,rap
a467,dance pop
a467,pop rap
a467,post-teen pop
a1019,hip hop
a1019,pittsburgh rap
a1019,rap
a938,adult standards
a938,disco
a938,motown
a938,quiet storm
a938,soft rock
a938,soul
a1020,boy band
a1020,adult standards
a1020,disco
a1020,motown
a1020,quiet storm
a1020,soft rock
a1020,soul
a1021,new romantic
a1021,new wave
a1021,new wave pop
a1021,synthpop
a1022,afropop
a1022,mbalax
a1022,world
a1022,new wave pop
a1022,urban contemporary
a1023,afropop
a1023,mbalax
a1023,world
a1023,new wave pop
a1023,urban contemporary
a1024,europop
a1024,girl group
a1025,europop
a1025,girl group
a1026,europop
a1026,girl group
a1027,europop
a1027,girl group
a1028,pop
a1029,australian country
a1029,australian rock
a955,australian country
a1030,dance pop
a1030,pop
a1030,post-teen pop
a1031,american folk revival
a1031,vocal harmony group
a1032,neo mellow
a1032,pop
a1032,uk pop
a986,album rock
a986,dance rock
a986,funk rock
a986,new romantic
a986,new wave
a986,new wave pop
a986,rock
a1035,australian electropop
a1035,indietronica
a1036,dance pop
a1036,east coast hip hop
a1036,gangster rap
a1036,hip hop
a1036,hip pop
a1036,pop rap
a1036,queens hip hop
a1036,rap
a1036,urban contemporary
a1036,r&b
a1037,art pop
a1037,art rock
a1037,baroque pop
a1037,new wave pop
a1037,permanent wave
a1037,piano rock
a1037,singer-songwriter
a1038,diva house
a1038,eurodance
a1038,hip house
a1038,italo house
a775,edm
a775,german dance
a775,pop dance
a775,tropical house
a775,uk dance
a1039,reggae fusion
a1039,edm
a1039,german dance
a1039,pop dance
a1039,tropical house
a1039,uk dance
a410,pop rap
a1040,dance pop
a1040,miami hip hop
a1040,pop
a1040,pop rap
a1041,british soul
a1041,new wave pop
a1042,alternative dance
a1042,electroclash
a1042,new rave
a1042,olympia wa indie
a1043,dance pop
a1043,pop
a1044,g funk
a1044,gangster rap
a1044,hip hop
a1044,rap
a1044,west coast rap
a1045,g funk
a1045,gangster rap
a1045,hip hop
a1045,rap
a1045,west coast rap
a1046,big beat
a1046,electronica
a1046,nu skool breaks
a1046,trip hop
a1047,pop dance
a1048,new wave pop
a1048,soft rock
a1049,boy band
a1049,pop
a1050,classic nz pop
a1051,deep soft rock
a1051,yacht rock
a1052,modern rock
a1052,neo mellow
a1052,neon pop punk
a1052,pop punk
a1052,pop rock
a1053,quiet storm
a1053,soul
a1053,dance pop
a1053,pop
a1053,urban contemporary
a149,quiet storm
a149,soul
a1055,metropopolis
a1055,neo-synthpop
a1056,cosmic american
a1057,alternative hip hop
a1057,modern rock
a1057,rock
a1058,british blues
a1058,british invasion
a1058,protopunk
a1059,adult standards
a1059,brill building pop
a1059,folk rock
a1059,mellow gold
a1059,singer-songwriter
a1059,soft rock
a1059,yacht rock
a303,new jersey rap
a1060,big room
a1060,dance pop
a1060,edm
a1060,pop
a1060,pop dance
a1060,new jersey rap
a1060,pop rap
a1060,rap
a1060,southern hip hop
a1060,trap
a606,new jersey rap
a606,pop rap
a606,rap
a606,southern hip hop
a606,trap
a1061,british invasion
a1062,album rock
a1062,classic rock
a1062,country rock
a1062,glam metal
a1062,hard rock
a1062,mellow gold
a1062,rock
a1062,soft rock
a1062,southern rock
a1063,danish pop
a1063,scandipop
a1064,alt z
a1064,nz pop
a1064,bedroom pop
a1064,indie poptimism
a1064,pov: indie
a1065,alt z
a1065,nz pop
a1065,bedroom pop
a1065,indie poptimism
a1065,pov: indie
a1066,alternative metal
a1066,nu metal
a1066,post-grunge
a1066,rap metal
a1066,rock
a1067,contemporary country
a1067,country
a1067,country dawn
a1067,country road
a1068,diva house
a1068,eurodance
a1068,europop
a1068,hip house
a1069,classic soul
a1069,disco
a1069,funk
a1069,motown
a1069,quiet storm
a1069,soul
a85,conscious hip hop
a85,hip hop
a85,rap
a85,west coast rap
a1070,british alternative rock
a1070,grebo
a1070,spacegrunge
a1071,adult standards
a1071,easy listening
a1071,lounge
a1072,new romantic
a1072,new wave
a1072,new wave pop
a1072,permanent wave
a1072,synthpop
a1073,boy band
a1073,dance pop
a1073,pop
a1074,australian rock
a294,barbadian pop
a1075,dance pop
a1075,pop rap
a1075,reggae fusion
a1075,barbadian pop
a1076,album rock
a1076,classic rock
a1076,country rock
a1076,hard rock
a1076,mellow gold
a1076,rock
a1076,singer-songwriter
a1076,soft rock
a1077,beach music
a1077,motown
a1078,dance pop
a1078,europop
a1078,girl group
a1079,australian pop
a1079,australian talent show
a1080,album rock
a1080,glam metal
a1080,hard rock
a1080,rock
a1080,swedish hard rock
a1080,swedish melodic rock
a1081,soft rock
a1082,album rock
a1082,art rock
a1082,british invasion
a1082,classic rock
a1082,folk rock
a1082,glam rock
a1082,protopunk
a1082,psychedelic rock
a1082,rock
a1082,singer-songwriter
a1083,pop r&b
a1084,pop
a1085,album rock
a1085,blues rock
a1085,british blues
a1085,british invasion
a1085,classic rock
a1085,country rock
a1085,folk rock
a1085,hard rock
a1085,psychedelic rock
a1085,rock
a1085,singer-songwriter
a1086,folk-pop
a1086,neo-singer-songwriter
a74,g funk
a74,gangster rap
a74,hip hop
a74,rap
a74,west coast rap
a1087,indie rock
a1087,indietronica
a1087,modern alternative rock
a1087,modern rock
a1087,rock
a1087,shimmer pop
a40,uk pop
a1089,dirty south rap
a1089,southern hip hop
a1090,diva house
a1090,hip house
a1090,italo house
a1091,antiviral pop
a1091,pixel
a1091,viral pop
a1092,new romantic
a1092,new wave
a1092,new wave pop
a1092,synthpop
a1093,album rock
a1093,classic rock
a1093,glam metal
a1093,hard rock
a1093,mellow gold
a1093,rock
a1093,soft rock
a1094,dance pop
a1094,neo soul
a1094,pop rap
a1094,r&b
a1094,urban contemporary
a1095,australian pop
a1096,piano rock
a1096,pop
a1097,australian rock
a1097,glam rock
a1098,pop
a1098,uk pop
a500,miami hip hop
a1099,country gospel
a1100,new romantic
a1100,new wave pop
a1100,soft rock
a1100,sophisti-pop
a1100,synthpop
a1101,adult standards
a1101,easy listening
a887,pop
a887,singer-songwriter pop
a887,uk pop
a346,pop
a346,singer-songwriter pop
a346,uk pop
a1103,pop rap
a1103,seattle hip hop
a1103,pop
a1103,singer-songwriter pop
a1103,uk pop
a169,seattle hip hop
a266,atl hip hop
a266,dance pop
a266,pop rap
a266,rap
a266,southern hip hop
a1104,aussietronica
a1104,australian dance
a1104,australian house
a1104,atl hip hop
a1104,dance pop
a1104,pop rap
a1104,rap
a1104,southern hip hop
a1015,hardcore techno
a1015,hip house
a1105,dance pop
a1105,east coast hip hop
a1105,hip hop
a1105,hip pop
a1105,pop rap
a1105,rap
a1105,contemporary r&b
a1105,r&b
a1105,urban contemporary
a1105,atl hip hop
a1105,boy band
a1106,dance pop
a1106,east coast hip hop
a1106,hip hop
a1106,hip pop
a1106,pop rap
a1106,rap
a1106,contemporary r&b
a1106,r&b
a1106,urban contemporary
a1106,atl hip hop
a1106,boy band
a1107,dance pop
a1107,east coast hip hop
a1107,hip hop
a1107,hip pop
a1107,pop rap
a1107,rap
a1107,contemporary r&b
a1107,r&b
a1107,urban contemporary
a1107,atl hip hop
a1107,boy band
a1108,glam metal
a1109,british comedy
a1109,comic
a1110,australian rock
a1111,canadian psychedelic
a1111,classic canadian rock
a1112,boy band
a1112,europop
a1113,blues rock
a1113,british blues
a1113,glam rock
a1114,classic uk pop
a1114,glam rock
a1115,dance pop
a1115,pop
a1115,talent show
a1115,uk pop
a1116,nz reggae
a1117,pop
a1118,detroit hip hop
a1118,gangster rap
a1118,hip hop
a1119,hi-nrg
a1119,new romantic
a1119,new wave pop
a1119,synthpop
a97,canadian singer-songwriter
a97,classic canadian rock
a97,heartland rock
a97,mellow gold
a816,adult standards
a816,operatic pop
a1120,australian rock
a1121,australian reggae fusion
a1121,australian ska
a1121,ska jazz
a1125,alternative rock
a1125,glam rock
a1125,permanent wave
a1125,protopunk
a1125,rock
a1126,australian americana
a1126,australian rock
a1127,glam rock
a1128,pop soul
a1129,alternative rock
a1129,boston rock
a1129,permanent wave
a1129,rock
a1130,pop
a1130,post-teen pop
a1131,brill building pop
a1132,brooklyn drill
a1132,hip hop
a1132,rap
a1132,atl hip hop
a1132,atl trap
a1132,trap
a1132,north carolina hip hop
a1132,pop rap
a1133,brooklyn drill
a1133,hip hop
a1133,rap
a1133,atl hip hop
a1133,atl trap
a1133,trap
a1133,north carolina hip hop
a1133,pop rap
a481,brooklyn drill
a481,atl hip hop
a481,atl trap
a1134,adult standards
a1134,brill building pop
a1134,easy listening
a1134,rock-and-roll
a1134,rockabilly
a1135,bubblegum pop
a1135,classic uk pop
a1136,modern rock
a1136,pop rock
a1138,new wave pop
a1138,soft rock
a1139,new wave pop
a1139,soft rock
a1140,new wave pop
a1140,soft rock
a1141,dance pop
a1141,pop
a1141,urban contemporary
a37,dance pop
a199,canadian contemporary r&b
a199,canadian pop
a1142,beatlesque
a1142,freakbeat
a1142,protopunk
a700,glam rock
a700,mellow gold
a700,piano rock
a189,emo
a189,modern rock
a1143,new romantic
a1143,new wave
a1143,new wave pop
a1144,alternative rock
a1144,grunge
a1144,permanent wave
a1144,pop rock
a1144,post-grunge
a1145,house
a1145,pop dance
a1145,uk dance
a1147,album rock
a1147,classic rock
a1147,glam metal
a1147,hard rock
a1147,metal
a1147,rock
a1148,roots rock
a609,pop r&b
a1151,pop
a1151,pop dance
a1151,tropical house
a1151,uk dance
a1151,pop r&b
a1151,teen pop
a1152,pop soul
a1153,downtempo
a1153,electronica
a1154,album rock
a1154,classic rock
a1154,hard rock
a1154,rock
a1154,southern rock
a1155,art pop
a1155,canadian indie
a1155,canadian pop
a1155,chamber pop
a1155,indie pop
a1155,indie rock
a1156,dance pop
a1156,europop
a1156,lilith
a1156,new wave pop
a1156,pop rock
a1157,nyc pop
a1028,dance pop
a1158,australian alternative rock
a1158,australian indie
a1158,australian indie rock
a1159,classic country pop
a1160,australian alternative rock
a1160,australian rock
a1161,alternative rock
a1161,dance rock
a1161,madchester
a1161,new romantic
a1161,new wave
a1161,permanent wave
a1161,post-punk
a1161,synthpop
a1161,uk post-punk
a1162,australian country
a1162,contemporary country
a1162,country road
a1162,modern country rock
a1163,alternative metal
a1164,eurodance
a1164,german techno
a1164,hands up
a1166,dance pop
a1166,danish pop
a1166,electropop
a1166,pop dance
a1167,classic uk pop
a1167,nederpop
a1168,australian indie
a1168,australian pop
a1169,dance pop
a1169,r&b
a1169,southern hip hop
a1169,urban contemporary
a1170,australian pop
a1171,neo mellow
a1096,dance pop
a1096,edm
a1096,pop dance
a1096,progressive electro house
a1172,piano rock
a1172,pop
a1172,dance pop
a1172,edm
a1172,pop dance
a1172,progressive electro house
a1173,golden age hip hop
a1173,old school hip hop
a1173,philly rap
a1174,australian rock
a606,electro house
a606,moombahton
a606,indie poptimism
a1175,pop
a1175,dance pop
a1175,edm
a1175,electro house
a1175,moombahton
a1175,pop dance
a1175,indie poptimism
a237,dance pop
a237,edm
a237,electro house
a237,moombahton
a1176,pop
a1176,dance pop
a1176,edm
a1176,electro house
a1176,moombahton
a1176,pop dance
a1176,indie poptimism
a1177,album rock
a1177,classic rock
a1177,mellow gold
a1177,rock
a1177,singer-songwriter
a1177,soft rock
a1177,yacht rock
a1178,atl hip hop
a1178,conscious hip hop
a1178,hip hop
a1178,old school atlanta hip hop
a1179,alternative metal
a1179,nu metal
a1179,pop punk
a1179,post-grunge
a1179,punk
a1179,screamo
a1180,contemporary country
a1180,country
a1180,country road
a1182,bubblegum pop
a1182,classic uk pop
a1182,merseybeat
a1182,rock-and-roll
a1183,uk garage
a1184,alt z
a1184,escape room
a1184,dance pop
a1184,hip pop
a1184,neo soul
a1184,urban contemporary
a1185,alt z
a1185,escape room
a1185,dance pop
a1185,hip pop
a1185,neo soul
a1185,urban contemporary
a1186,rock progressif francais
a1187,grime
a1187,uk hip hop
a1187,hip house
a1187,uk dance
a419,grime
a419,uk hip hop
a1188,classic country pop
a1188,country
a1188,country rock
a1188,soft rock
a996,slap house
a1189,eurodance
a1189,europop
a1189,italian adult pop
a1189,italo dance
a1189,slap house
a84,contemporary r&b
a84,hip pop
a84,trap
a1190,chicago rap
a1190,hip hop
a1190,rap
a1190,contemporary r&b
a1190,hip pop
a1190,pop rap
a1190,r&b
a1190,southern hip hop
a1190,trap
a1190,urban contemporary
a645,canadian electropop
a645,canadian pop
a645,dance rock
a645,electropop
a645,metropopolis
a645,neo-synthpop
a1191,disco house
a1191,edm
a1191,electro house
a1191,filter house
a1191,house
a1191,pop dance
a1191,vocal house
a1191,canadian electropop
a1191,canadian pop
a1191,dance rock
a1191,electropop
a1191,metropopolis
a1191,neo-synthpop
a1192,deep house
a1192,house
a1192,sheffield indie
a1193,deep house
a1193,house
a1193,sheffield indie
a1194,dance pop
a1194,pop
a1194,post-teen pop
a1195,album rock
a1195,art rock
a1195,classic rock
a1195,mellow gold
a1195,new romantic
a1195,new wave
a1195,permanent wave
a1195,progressive rock
a1195,rock
a1195,singer-songwriter
a1195,soft rock
a1196,canadian latin
a1196,canadian pop
a1196,dance pop
a1196,pop
a346,dance pop
a402,seattle hip hop
a1197,rock-and-roll
a1197,rockabilly
a1198,uk dance
a1199,pop rock
a1200,deep adult standards
a1201,new romantic
a1201,new wave pop
a1201,solo wave
a1201,sophisti-pop
a1201,synthpop
a1201,adult standards
a1201,brill building pop
a1201,merseybeat
a1201,rock-and-roll
a1201,rockabilly
a424,new romantic
a424,new wave pop
a424,solo wave
a424,sophisti-pop
a424,synthpop
a1202,dance pop
a1202,latin pop
a1202,mexican pop
a1202,pop
a1202,post-teen pop
a390,latin pop
a390,mexican pop
a1203,new wave pop
a1204,lgbtq+ hip hop
a1205,album rock
a1205,british invasion
a1205,classic rock
a1205,folk rock
a1205,mellow gold
a1205,merseybeat
a1205,soft rock
a1206,australian pop
a1208,classic house
a1208,disco house
a1208,vocal house
a1209,bubblegum dance
a1209,eurodance
a1211,album rock
a1211,classic rock
a1211,hard rock
a1211,heartland rock
a1211,mellow gold
a1211,progressive rock
a1211,rock
a1211,soft rock
a1212,memphis blues
a1212,memphis soul
a1212,southern soul
a1213,contemporary r&b
a1213,disco
a1213,quiet storm
a1213,urban contemporary
a1214,album rock
a1214,blues rock
a1214,classic rock
a1214,country rock
a1214,folk rock
a1214,hard rock
a1214,jam band
a1214,mellow gold
a1214,rock
a1214,singer-songwriter
a1214,soft rock
a1214,southern rock
a1216,bubblegum pop
a1217,glam rock
a1218,dutch edm
a1218,edm
a1218,pop
a1218,pop dance
a1218,progressive house
a1218,dance pop
a1220,dance pop
a1220,pop
a1220,urban contemporary
a1220,battle rap
a1220,east coast hip hop
a1220,trap
a1220,dirty south rap
a1221,dance pop
a1221,pop
a1221,urban contemporary
a1221,battle rap
a1221,east coast hip hop
a1221,trap
a1221,dirty south rap
a1222,dance pop
a1222,pop
a1222,urban contemporary
a1222,battle rap
a1222,east coast hip hop
a1222,trap
a1222,dirty south rap
a1223,alternative metal
a1223,alternative rock
a1223,grunge
a1223,pop rock
a1223,rock
a1224,british invasion
a1224,nederpop
a1225,adult standards
a1225,mellow gold
a1225,native american traditional
a1225,singer-songwriter
a1225,soft rock
a1226,british comedy
a1227,baroque pop
a1227,chamber pop
a1227,garage rock
a1227,indie rock
a1227,indietronica
a1227,modern rock
a1228,alternative rock
a1228,grunge
a1228,nu metal
a1228,pop rock
a1228,post-grunge
a1228,rock
a1229,contemporary r&b
a1229,dance pop
a1229,r&b
a1229,urban contemporary
a140,classic texas country
a140,contemporary country
a1230,complextro
a1230,edm
a1230,german techno
a1230,pop
a1230,pop dance
a1230,classic texas country
a1230,contemporary country
a1230,pop edm
a507,classic texas country
a507,contemporary country
a1232,classic uk pop
a116,complextro
a116,edm
a116,german techno
a116,pop dance
a1233,neo mellow
a302,british soul
a302,talent show
a1235,dance pop
a1235,edm
a1235,pop dance
a1235,uk dance
a1235,british soul
a1235,talent show
a1235,uk pop
a1236,classic rock
a1236,country rock
a1236,folk
a1236,folk rock
a1236,mellow gold
a1236,singer-songwriter
a1236,soft rock
a1237,calypso
a1238,alternative rock
a1238,funk metal
a1238,funk rock
a1238,permanent wave
a1238,rock
a1239,classic rock
a1239,folk
a1239,folk rock
a1239,mellow gold
a1239,singer-songwriter
a1239,soft rock
a1240,hip hop
a1240,pop rap
a1240,contemporary r&b
a1240,r&b
a1240,urban contemporary
a1240,east coast hip hop
a1240,harlem hip hop
a1240,new jack swing
a1240,old school hip hop
a776,hip hop
a776,pop rap
a776,east coast hip hop
a776,harlem hip hop
a776,new jack swing
a776,old school hip hop
a1241,hip hop
a1241,pop rap
a1241,contemporary r&b
a1241,r&b
a1241,urban contemporary
a1241,east coast hip hop
a1241,harlem hip hop
a1241,new jack swing
a1241,old school hip hop
a1242,broadway
a1242,west end
a1242,classical tenor
a1242,opera
a1242,operatic pop
a357,broadway
a357,west end
a358,broadway
a358,west end
a1243,dance rock
a1243,hi-nrg
a1243,new romantic
a1243,new wave
a1243,new wave pop
a1243,synthpop
a1244,dutch house
a1244,edm
a1244,electro house
a1244,house
a1244,pop dance
a1244,progressive electro house
a1244,progressive house
a1245,dutch house
a1245,edm
a1245,electro house
a1245,house
a1245,pop dance
a1245,progressive electro house
a1245,progressive house
a152,g funk
a152,west coast rap
a1246,detroit hip hop
a1246,hip hop
a1246,rap
a1246,g funk
a1246,gangster rap
a1246,west coast rap
a1247,album rock
a1247,classic rock
a1247,mellow gold
a1247,singer-songwriter
a1247,soft rock
a1247,yacht rock
a1248,australian r&b
a1249,australian pop
a1250,album rock
a1250,classic rock
a1250,country rock
a1250,folk rock
a1250,hard rock
a1250,mellow gold
a1250,soft rock
a606,dancehall
a1251,eurodance
a1251,europop
a1251,german techno
a1251,melbourne bounce international
a1252,australian dance
a1252,australian pop
a1252,australian talent show
a1004,electropop
a1004,indie poptimism
a1255,pop
a1255,alt z
a1255,electropop
a1255,indie poptimism
a1256,dance pop
a1256,pop
a1256,post-teen pop
a1256,talent show
a1257,brill building pop
a1257,classic girl group
a1257,motown
a1257,rock-and-roll
a1258,latin pop
a1258,latin viral pop
a1258,rap latina
a1258,reggaeton
a1258,trap latino
a1258,urbano latino
a98,quiet storm
a1259,canadian pop
a1259,quiet storm
a1260,doo-wop
a1260,louisiana blues
a1260,new orleans blues
a1260,rhythm and blues
a1260,rock-and-roll
a1261,nederpop
a1262,g funk
a1262,gangster rap
a1262,hip hop
a1262,west coast rap
a1263,yacht rock
a1264,australian rock
a1265,canadian pop punk
a1266,classic country pop
a1266,country
a1266,country rock
a1266,mellow gold
a1266,soft rock
a1267,canadian pop
a1267,neo mellow
a1267,pop rock
a1268,diva house
a1268,new wave pop
a404,australian dance
a1269,dance pop
a1269,edm
a1269,pop
a1269,pop dance
a1269,progressive electro house
a1269,australian dance
a1270,mellow gold
a1270,new romantic
a1270,new wave
a1270,new wave pop
a1270,soft rock
a1272,alternative metal
a1272,alternative rock
a1272,emo
a1272,modern power pop
a1272,modern rock
a1272,neon pop punk
a1272,pop punk
a1272,pop rock
a1272,post-grunge
a1272,punk
a1272,rock
a1273,deep house
a1273,pop dance
a1273,tropical house
a1274,classic soul
a1274,motown
a1274,quiet storm
a1274,soul
a1275,contemporary r&b
a1275,r&b
a1275,urban contemporary
a1275,smooth jazz
a1275,smooth saxophone
a1276,contemporary r&b
a1276,r&b
a1276,urban contemporary
a1276,smooth jazz
a1276,smooth saxophone
a1277,classic rock
a1277,folk
a1277,folk rock
a1277,mellow gold
a1277,rock
a1277,singer-songwriter
a1277,soft rock
a1278,contemporary country
a1278,country dawn
a1278,country road
a1279,adult standards
a1279,easy listening
a1280,indie pop rap
a1280,philly rap
a1280,pop rap
a1281,hip hop
a1281,pop rap
a1282,australian alternative rock
a1282,australian rock
a1283,album rock
a1283,blues rock
a1283,classic rock
a1283,country rock
a1283,folk
a1283,folk rock
a1283,jazz rock
a1283,mellow gold
a1283,singer-songwriter
a1283,soft rock
a1284,album rock
a1284,blues rock
a1284,classic rock
a1284,country rock
a1284,folk
a1284,folk rock
a1284,jazz rock
a1284,mellow gold
a1284,singer-songwriter
a1284,soft rock
a1286,contemporary vocal jazz
a1286,jazz pop
a1286,neo mellow
a1286,vocal jazz
a1288,album rock
a1288,classic rock
a1288,country rock
a1288,folk rock
a1288,hard rock
a1288,heartland rock
a1288,mellow gold
a1288,rock
a1288,singer-songwriter
a1288,soft rock
a1289,classic rock
a1289,folk
a1289,folk rock
a1289,mellow gold
a1289,permanent wave
a1289,rock
a1289,singer-songwriter
a1289,soft rock
a1290,lilith
a1290,pop rock
a1291,motown
a1291,rhythm and blues
a1292,australian rock
a1293,classic rock
a1293,folk rock
a1293,mellow gold
a1293,psychedelic rock
a1293,rock
a1293,soft rock
a1293,sunshine pop
a1294,australian alternative rock
a1294,australian rock
a1295,blues rock
a1295,country rock
a1295,folk
a1295,folk rock
a1295,mellow gold
a1295,outlaw country
a1295,piano rock
a1295,roots rock
a1295,singer-songwriter
a1295,southern rock
a1295,swamp rock
a1296,nz pop
a1004,australian pop
a1095,pop
a767,canadian pop
a620,dance pop
a1297,boy band
a1297,europop
a1297,talent show
a1298,aussietronica
a1298,australian indie
a346,neo mellow
a1103,neo mellow
a1300,album rock
a1301,australian rock
a1301,glam rock
a1303,mod revival
a1303,new wave
a353,detroit hip hop
a353,hip hop
a353,pop rap
a353,r&b
a353,rap
a353,southern hip hop
a353,trap
a353,dancehall
a353,dancehall queen
a353,uk dancehall
a353,uk hip hop
a1304,electropop
a1304,etherpop
a1304,indie poptimism
a1304,pop
a1304,detroit hip hop
a1304,hip hop
a1304,pop rap
a1304,r&b
a1304,rap
a1304,southern hip hop
a1304,trap
a1304,dancehall
a1304,dancehall queen
a1304,uk dancehall
a1304,uk hip hop
a1305,electropop
a1305,etherpop
a1305,indie poptimism
a1305,pop
a1305,detroit hip hop
a1305,hip hop
a1305,pop rap
a1305,r&b
a1305,rap
a1305,southern hip hop
a1305,trap
a1305,dancehall
a1305,dancehall queen
a1305,uk dancehall
a1305,uk hip hop
a1004,etherpop
a1310,classic uk pop
a1310,glam rock
a1311,blues
a1311,classic soul
a1311,instrumental funk
a1311,instrumental soul
a1311,memphis soul
a1311,soul
a1311,southern soul
a1311,traditional blues
a1312,alt z
a1312,pop
a1313,australian indigenous music
a1313,australian rock
a1314,classic girl group
a1314,motown
a1316,soft rock
a60,art pop
a60,dance pop
a1317,classic australian country
a1318,british blues
a1318,power pop
a1318,pub rock
a1318,rockabilly
a1319,album rock
a1319,jangle pop
a1319,new romantic
a1319,new wave
a1319,new wave pop
a1319,paisley underground
a1319,soft rock
a1320,album rock
a1320,blues rock
a1320,classic rock
a1320,hard rock
a1320,rock
a1322,dance pop
a1322,gauze pop
a1322,pop
a1322,pop dance
a1322,uk pop
a1324,alternative metal
a1324,nu metal
a1324,post-grunge
a1324,rock
a1325,alternative metal
a1325,nu metal
a1325,post-grunge
a1325,rock
a1326,canadian indie
a1326,canadian rock
a1326,indie rock
a1326,indietronica
a1326,metropopolis
a1326,neo-synthpop
a1327,album rock
a1327,glam rock
a1327,hard rock
a1328,atl hip hop
a1328,pop rap
a1329,australian pop
a1329,pop soul
a1330,album rock
a1330,classic rock
a1330,mellow gold
a1330,new romantic
a1330,new wave pop
a1330,soft rock
a1330,synthpop
a1331,hard rock
a1331,metal
a1331,old school thrash
a1331,rock
a1331,thrash metal
a803,houston rap
a803,trap queen
a1332,pop
a1332,rap
a1332,houston rap
a1332,trap queen
a1333,canadian country
a1333,canadian singer-songwriter
a1333,classic country pop
a1333,nashville sound
a1333,western swing
a310,scandipop
a310,swedish electropop
a310,swedish pop
a628,uk funky
a1334,alternative dance
a1334,dance-punk
a1334,indie rock
a1334,modern rock
a1334,new rave
a1335,progressive rock
a1335,symphonic rock
a1336,indie folk
a1336,modern blues rock
a1336,new americana
a1336,stomp and holler
a1337,brighton indie
a1337,garage rock
a1337,modern rock
a1337,rock
a1338,australian rock
a1339,alternative metal
a1339,alternative rock
a1339,nu metal
a1339,permanent wave
a1339,pop rock
a1339,post-grunge
a1341,electropop
a1342,german pop rock
a831,atl hip hop
a1343,dfw rap
a1343,melodic rap
a1343,pop
a1343,rap
a1343,atl hip hop
a1343,trap
a1344,classic girl group
a1345,heartland rock
a1345,mellow gold
a1345,permanent wave
a1345,rock
a1345,singer-songwriter
a1346,auckland indie
a1346,kiwi rock
a1347,australian singer-songwriter
a1348,album rock
a1348,blues rock
a1348,classic rock
a1348,folk rock
a1348,mellow gold
a1348,rock
a1348,singer-songwriter
a1348,soft rock
a1349,eurodance
a1349,hip house
a1349,italo dance
a1350,eurodance
a1351,alternative metal
a1351,alternative rock
a1351,classic rock
a1351,grunge
a1351,hard rock
a1351,nu metal
a1351,post-grunge
a1351,rock
a1352,album rock
a1352,classic rock
a1352,folk rock
a1352,mellow gold
a1352,soft rock
a1352,beatlesque
a1353,album rock
a1353,classic rock
a1353,folk rock
a1353,mellow gold
a1353,soft rock
a1353,beatlesque
a620,canadian contemporary r&b
a620,r&b
a1354,canadian pop
a1354,pop
a1354,canadian contemporary r&b
a1354,r&b
a1355,canadian pop
a1355,pop
a1355,canadian contemporary r&b
a1355,r&b
a1356,afrikaans
a1356,south african country
a1358,girl group
a1358,mellow gold
a1358,new wave pop
a1358,soft rock
a1359,album rock
a1359,british blues
a1359,classic rock
a1359,country rock
a1359,folk rock
a1359,hard rock
a1359,mellow gold
a1359,rock
a1359,singer-songwriter
a1359,soft rock
a1359,southern rock
a1360,alt z
a1360,pop
a1361,alt z
a1361,pop
a1362,chicago rap
a1362,hip hop
a1362,rap
a1363,aussietronica
a1363,australian electropop
a1363,australian indie
a1363,edm
a1364,irish rock
a1364,pop rock
a1364,rock
a1365,permanent wave
a1365,soft rock
a1365,sophisti-pop
a1366,indie rock
a1366,indietronica
a1366,irish rock
a1366,modern alternative rock
a1366,modern rock
a1366,northern irish indie
a1367,hip hop
a1367,hip house
a1367,miami bass
a1368,boy band
a1368,contemporary r&b
a1368,new jack swing
a410,r&b
a410,rap
a794,miami hip hop
a100,big beat
a100,classic house
a100,deep house
a100,disco house
a100,filter house
a100,speed garage
a100,vocal house
a678,grime
a678,instrumental grime
a1369,alternative rock
a1369,permanent wave
a1369,singer-songwriter
a1370,classic soul
a1370,memphis soul
a1370,soul
a1370,soul blues
a1370,southern soul
a1370,vocal jazz
a153,nashville indie
a1372,barbadian pop
a1372,pop
a1372,urban contemporary
