track_id,track_name,popularity,duration_ms,explicit,preview_url,status,submitted_by,reviewed_by
4BM8yJ0PzBi2ZewpMTOxtx,Fernando,68,252960,0,https://p.scdn.co/mp3-preview/403a642e6431f0540aa0afdc28736cda36858a2b?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
3qR0txhV0ztr0hNUJGAOG6,Snail,0,180356,0,https://p.scdn.co/mp3-preview/e6bedb3f5489ffe9039f4a1450a066a04236d12e?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
0uMMLry3hzWGn3q3loqMkm,La Bamba,66,174186,0,https://p.scdn.co/mp3-preview/7d99bed1d9ec6051f7ca9391e4cb79e1b66342b4?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
1VclMTc1N2JvNQ8YEw2inZ,Sexual Healing,32,245906,0,https://p.scdn.co/mp3-preview/3de6483fe84f9f9f4679dcc35010821bf4129414?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
5KFcz1OYNXyDX7HzSIsNdk,Love Yourself,0,233746,0,https://p.scdn.co/mp3-preview/b750d9609aa454adb23284b1504d962a6ff9bb07?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
5XM7yXTFzTN0PVo9L1bkQS,Holy Grail,0,230066,0,https://p.scdn.co/mp3-preview/ef2de51aefa7040be27206d43473e3de55a1bc04?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
5KC5lailJiaY7UI3pewtV7,Million Dollar Riff - 1994 Remaster,14,230466,0,https://p.scdn.co/mp3-preview/acf313044569bd142a6caebf3317f1caca032613?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
35Y18Dv2pAiJ7v0Zou9gxI,F.U.R.B. (F U Right Back),48,201866,1,https://p.scdn.co/mp3-preview/bfa09379ed7474eeb04650f06a5a6b5d466c6a1c?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
4xlrALxuaCf9yZBHJeTSG6,Mama,0,184133,0,https://p.scdn.co/mp3-preview/4e20032faa6a23161743b71a4b21fa3e69644ae0?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
2qLCoKtnmGCzV8fqG6HeR6,Waiting Game,42,232400,0,https://p.scdn.co/mp3-preview/698bfac86443c08f5179aa99a02816762b386cee?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
57zF9nlPH4rud6f6zuKSQi,Thursday,55,216239,0,https://p.scdn.co/mp3-preview/0e3e59ba6cf246aa1791fd292970287284660536?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
2kqAtjOtQPAR0OiYUJR43k,Can We Dance,60,192710,0,https://p.scdn.co/mp3-preview/e5aec7ec9a8640719447e21ddff471360f0440f2?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
0UYit2SshaoGD45cp21LEI,Gold,0,231480,0,https://p.scdn.co/mp3-preview/b9a387286380647cee77e8df8577e6879d173d6a?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
5YIH6xhcjqeZtL7EfXf1zC,Hey Jealousy,39,236440,0,https://p.scdn.co/mp3-preview/1f98821840f5a41848bb135d478a9cfcbc939b01?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
6A8llSO9QFF4djCCmuCrNu,Flashback,52,227880,0,https://p.scdn.co/mp3-preview/164905e14fe02df91cc9fc664378f8525d8d9028?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
3llxqT4IdBS7i2CCIPImww,Why Does My Heart Feel so Bad?,3,263560,0,https://p.scdn.co/mp3-preview/c966bb4a5074cd0e3e7398f7176aa7e6fa039346?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
0C80GCp0mMuBzLf3EAXqxv,Shoot to Thrill,72,317426,0,https://p.scdn.co/mp3-preview/98123a7d31111d0d9a61c21d4ce6e9215a8f5903?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
6L89mwZXSOwYl76YXfX13s,Basket Case,81,181533,0,https://p.scdn.co/mp3-preview/f055a866d726bac8593f15953d772c631505df7e?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
7MTdv6v3vsmQcVfh7eIaks,Tripping,56,276603,0,https://p.scdn.co/mp3-preview/ed4f2ef36a6151005e88ded54e9b8d546537d9f4?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
7eu51kQxpMvSYa2YV9KQpY,Turn Up Your Radio,32,213000,0,https://p.scdn.co/mp3-preview/f771a19bcd825b03fd624f8e2e145c1ad44d8cb0?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
6XK62LvrHeg8R7G7A0C0kt,New Boy,21,195979,0,https://p.scdn.co/mp3-preview/89216dfea179d480a3494a6a2c02499eeaae51ae?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
7e89621JPkKaeDSTQ3avtg,Sweet Home Alabama,79,283800,0,https://p.scdn.co/mp3-preview/125986ae6eb995983b84776b7e0d368f6a74cbbf?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
61lqNlVRnWYiR9C7BDJw2l,You Give Love A Bad Name,0,223146,0,https://p.scdn.co/mp3-preview/8725d17310a4bb00377f22ef21fe93fc5fbff0da?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
0PDUDa38GO8lMxLCRc4lL1,PILLOWTALK,78,202746,1,https://p.scdn.co/mp3-preview/79a481c433e9d7681e09bba4d256dd7eadd5f540?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
2CzWeyC9zlDpIOZPUUKrBW,1234,55,183666,0,https://p.scdn.co/mp3-preview/85b8223e13ea6b40f01bb0374a88c57eddcb2bb4?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
1uWEioHUYs5BD6yGdAcWZA,Counting Down the Days,30,249253,0,https://p.scdn.co/mp3-preview/765cd1e7a846f92b7da31fb08859655679a278ce?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
1tYt8PbpbeTuqsNmprAZYY,Dessert,0,210983,0,https://p.scdn.co/mp3-preview/3832c25020cdaa3b03fc4aa8ae18cd6eb23f3b62?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
2Ei2r77RvLvkz6X3qlP0qS,Town Without Pity,0,174773,0,https://p.scdn.co/mp3-preview/8fef3eb753dc337f4545d8cc0c371bf49ea2cd40?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
4VUwkH455At9kENOfzTqmF,Beautiful (feat. Camila Cabello),70,180000,0,https://p.scdn.co/mp3-preview/68869934e36a263274c48611101cf5f1d332a89f?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
1g9k5d0JX1RnRIDlG0sKZK,Jellylegs,0,218250,0,https://p.scdn.co/mp3-preview/0073cebd31d6beabfdb1051b087623526463ce20?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
7BHPfjnhrmPLcnAL3mx6cT,The Hardest Thing,0,274626,0,https://p.scdn.co/mp3-preview/be3882fc3d702b32d6a1fa2db073e4c61925b9d7?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
1dbt3sOwRmUOLfQZSpSz9O,Truly,0,200506,0,https://p.scdn.co/mp3-preview/4f4bbfe4ed531e4f1703cc6ef7d75d26680ad98c?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
4PolnByeD51J70KyfwsVTT,Funny Face,0,153693,0,https://p.scdn.co/mp3-preview/b284ec58394de153b95d41cfe4a271218ac2813d?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
1ru7HnyTXzFsY2rq7H2jzt,Bless My Soul,0,246320,0,https://p.scdn.co/mp3-preview/588af8309a555f72920ece974e4f8ae0734c6cc7?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
4fpxnJGDWFxjGvLJOqPPt8,True Faith,57,355066,0,https://p.scdn.co/mp3-preview/3ee5927e704230ff17f09094f8f9576938d25f0b?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
1mJMD1VIQ7jWTP9DK2zmY0,Kiss Somebody,42,212445,0,https://p.scdn.co/mp3-preview/1ebaa80423ec07a7f0a8cf99fb2557304afd297c?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
1it9umP1j9qSqzKbSLLqqy,Chain Reaction,54,230533,0,https://p.scdn.co/mp3-preview/946a93cabe2540adf681aec34424ef2a595ff4cb?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
2mNKIuM4xmeTNwe02NOem8,Pictures,45,196946,0,https://p.scdn.co/mp3-preview/593528ce81cbfa2855c0bb873ec538e0838cdfdc?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
4ofwffwvvnbSkrMSCKQDaC,Shotgun,77,201287,0,https://p.scdn.co/mp3-preview/3d87ba7cbe8d7c7499cf86e46f7665b2b63639fe?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
44w63XqGr3sATAzOnOySgF,If Everyone Cared,52,218013,0,https://p.scdn.co/mp3-preview/c5b103fe31f674f806c606f6d5ae872b44f9ac53?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
7jUnwF51o95iu2zPnpnEdW,Going Under,0,214946,0,https://p.scdn.co/mp3-preview/78c3da357d5702d3a226ea8aebba334b808c96b4?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
2bd1FeFKgVACAUhcuyf9cC,Moonlight Shadow - Original Mix,49,174773,0,https://p.scdn.co/mp3-preview/bb9c127e29282b2cf3941fbee2664d1d9222f65a?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
4fuxWe7J9V1CamtzwwQ8yN,Axel F,0,168879,0,https://p.scdn.co/mp3-preview/e674a4d68ae68fa48b5a6b9eb22d000e7cb2df84?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
1QEEqeFIZktqIpPI4jSVSF,More Than a Feeling,78,285133,0,https://p.scdn.co/mp3-preview/4e8704349932ecb754e3c03cdf3b1563309627a0?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
5q5gzmbBS5yQzos2BvVr1t,Nights With You,49,197494,0,https://p.scdn.co/mp3-preview/8303bf028dd94f974cad3e4bd8f7ed2047239a08?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
52UWtKlYjZO3dHoRlWuz9S,Thunderstruck,59,292413,0,https://p.scdn.co/mp3-preview/1e564720e61b4bd441118f4174289dd607680572?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
2ABkD5XTJZwGBOye23UjL7,Tweedle Dee Tweedle Dum,18,191133,0,https://p.scdn.co/mp3-preview/8bcc4aa0573b833116c02e577aef5519d932e322?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
5YdPlbnZLbnCjTFyfap1zN,Everybody,43,232306,0,https://p.scdn.co/mp3-preview/0a19738e0a303628d6d454c8cb4db319cc062a78?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
57PjISfyOyDcvTPipz16nf,Love Me Again,0,240288,0,https://p.scdn.co/mp3-preview/d93764618dc3778f36fb12ae7e6160600506e187?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
1RLCci3EUAH9t1spVptRWQ,Because I Love You,43,217618,0,https://p.scdn.co/mp3-preview/7199ca996abeaa57fdb5b830425b5bd85b98ef32?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
4OepLJ2fUvHRmVB8XklIe8,Disease,43,219360,0,https://p.scdn.co/mp3-preview/98dcdde0eca3a7494d3ef37e0ea8e0d31a2ded18?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
4WbJfIsqn6Zfn2OCT4aacB,You Shook Me All Night Long,28,210335,0,https://p.scdn.co/mp3-preview/dfdb393336592246744d6450c5cbe205f8b89bd4?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
29FNeqjOV2kPWGS55qhtGB,"Money, Money, Money",64,186786,0,https://p.scdn.co/mp3-preview/86b5ea1f3051ed65d0b4a7718cbb01a6ccd091fd?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
1KKpOFUTS8B9pD5x3PevoX,I Choose You,56,263013,0,https://p.scdn.co/mp3-preview/325443b47ab3bd482a10f94a1d1c6df739f9d5de?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
2r9LMUnfsxtDqIZF8ByZ8n,The Prayer,29,255360,0,https://p.scdn.co/mp3-preview/dd9b708392799279806698f70646136fbefb683f?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
5qoxM7ZLKp6LDguvAG4Xe6,Only When You Leave,0,301400,0,https://p.scdn.co/mp3-preview/00b6df8be399a7b03c6fdf2890238bbe566d8f5f?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
4fazGt0v2v2zkzddQOcDZD,Don't Call Me Baby,53,228140,0,https://p.scdn.co/mp3-preview/a2b5341fc5907b9766d1c821d55e16409fdef428?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
1F6oGPF75u9RuHH4BGx9Bf,We Are Never Ever Getting Back Together,0,193146,0,https://p.scdn.co/mp3-preview/d07b7d66c4fa1ae6205a7c683aab466dd0ac2e03?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
3BrmZp9bjwjwAva5rCgW87,You Give Me Something,58,213173,0,https://p.scdn.co/mp3-preview/061f11013e0f4db881a1ba85d43973bcefb409b7?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
3ScJy88F8KqGDfWu8XJhHx,If I Lose Myself - Alesso vs OneRepublic,68,215186,0,https://p.scdn.co/mp3-preview/549c7f2dcd2de342ad09e3f3cd722546eac93e98?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
61IBpJ6TymrEwd7bz3oPNp,She's A Rainbow - Full Version / With Intro,43,251640,0,https://p.scdn.co/mp3-preview/20570d345d7b163e298b1f47522e8cd6eabc06f2?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
5ZDL1Ap2Mwhk5xhmQ41Ei2,Boom! Shake the Room,49,226200,0,https://p.scdn.co/mp3-preview/435d9bc1abf35fa6566b7730d155cc587097995c?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
6gK7ggIMaZUJ4VhaBnMQO6,Girls Can Get It,16,197554,0,https://p.scdn.co/mp3-preview/4324e862ccf1f7e53d79f34d6a450782e727e042?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
0G5F2msfVO77xs7ql2RiTS,Beautiful Day,0,245706,0,https://p.scdn.co/mp3-preview/433a88ff2fa9079ef6dfedf02094fb0d849713dc?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
09eonIb5rHlLO23YIg9NK8,Live With Friends,8,221773,0,https://p.scdn.co/mp3-preview/39d60fcb1412918d509ce58387b7aca095bb8a99?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
6ctr1K7KzKErxbfGAynL8A,I Wanna Know,49,296800,0,https://p.scdn.co/mp3-preview/0993267c96d6dc3d3fd6aceb9e5bc4d9575b09b2?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
7soJgKhQTO8hLP2JPRkL5O,One Call Away,56,194453,0,https://p.scdn.co/mp3-preview/5fce39f8440f1e9a2c2adb986d73492cbd7b6297?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
73F87Sqh6jQWucOOvz1WFx,Genius,0,213040,0,https://p.scdn.co/mp3-preview/32ada5d1cc7461708c1faac1a77350407ce191f0?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
59DDDWKe1IlDFCiibHDo1J,Life,0,209106,0,https://p.scdn.co/mp3-preview/7cc869c8e542944975d96d22a4bc8aa953b13af2?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
4aKIs5t9TqP59btlCGPrgw,Maneater,0,271893,0,https://p.scdn.co/mp3-preview/d689e007e59681c1520d7492aa605e3e5073661d?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
5bjb35Y4hHFc7YgcgesdIu,People Everyday,0,298946,0,https://p.scdn.co/mp3-preview/cebc2825079569e0c1ab9d8ea507e5fcd432e601?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
2iuZJX9X9P0GKaE93xcPjk,Sugar,78,235493,1,https://p.scdn.co/mp3-preview/f35cfb7e7207a1cf27ab3b0e3e07cb95c91440eb?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
6A5M31nKvt6GYaGL7XpX2w,Miss Murder,0,206586,0,https://p.scdn.co/mp3-preview/6dc91d48d35ba17b8e6725d51d3b22590a059757?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
6qc34bnVOyqGDPni8H5W0U,Amazed,66,240866,0,https://p.scdn.co/mp3-preview/bb2dc2f4c4a12e454d37c0d356c0c3757e9b3bdf?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
4ZA0EXmjnZIYguEMf0Mc88,The Waiting,56,238493,0,https://p.scdn.co/mp3-preview/a08b791e21b41bca30ff93dd38f47bd9a406cae1?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
6TqG0MJBRGog8Am7pUsrtT,Little Town Flirt,0,167026,0,https://p.scdn.co/mp3-preview/37b1403faba988a38a8b279a43742e74129f8404?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
5K52YrogiliMuDnh8uYNOc,You Won't Find Another Fool Like Me,34,192760,0,https://p.scdn.co/mp3-preview/b9ecd5bcd4a898c6f3e591abdd2915c6ab742bac?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
42bbDWZ8WmXTH7PkYAlGLu,Hold My Girl,68,211763,0,https://p.scdn.co/mp3-preview/c17499c08f817abdd8ef82f5d79d3d0bd94dbe30?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
0AKBmfNLV4tlwIph8UadI0,Baby Boy,33,240546,0,https://p.scdn.co/mp3-preview/ab58a769683ec679b618e9277258332a7e02c49d?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
283898Lgbl6LidapOraXiN,Absolutely Everybody,52,224600,0,https://p.scdn.co/mp3-preview/803e0b2d3757f214588df21721da58a8425193b1?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
1h04XMpzGzmAudoI6VHBgA,Penny Lane - Remastered 2009,60,180893,0,https://p.scdn.co/mp3-preview/bfb5dbd76a610a079c103c06614b1ddce75cd698?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
3vmjnUm9K6kXyzIxJHU9xG,I Was Made For Lovin' You,0,270013,0,https://p.scdn.co/mp3-preview/b1b157ab314c7b457e21318a7035c6a44555f1b7?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
47HA2S1j9yj34Ff1aIsF5Y,Deal With It (feat. Kelis),42,191149,1,https://p.scdn.co/mp3-preview/aab0081dfb094684c61a209cb2190b8596e90210?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
45kW7SZVsIm8mYfs8BXExE,Mamy Blue,14,220946,0,https://p.scdn.co/mp3-preview/5446166af6e6ce7836ace2997a79e209e27ce043?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
3HjLooNTW7YtnWNTKjYUcv,Unorthodox - Radio Edit,0,185341,0,https://p.scdn.co/mp3-preview/5c79619b8a3af1c6c78bee23688df499ba38fabc?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
5x2TDyeeTpf0riUoQDrvsV,Ride Wit Me,48,291933,1,https://p.scdn.co/mp3-preview/41bd34ec30037e63eb89b4bfb42656f85b1d0f90?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
7Fq36hMgjR37VnemOJVt9U,Stronger,0,312026,0,https://p.scdn.co/mp3-preview/8cfe8a244e465b63018716cd675a09782ff5f931?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
0d8U9eJajtUmiJVXbIO624,Don't It Make My Brown Eyes Blue,37,157933,0,https://p.scdn.co/mp3-preview/4930ef46ad4057295bbd9e641cacbdc490662d05?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
2fLiCh9Fo9yloiB1NlqSgP,Help,22,265506,0,https://p.scdn.co/mp3-preview/2832fd9c7d5e3cd5c9c3628d6c4cbfb499fbc054?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
5QRAfvKPyQpwt897Jc0glg,Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio,56,283747,0,https://p.scdn.co/mp3-preview/bbac41684f243a85862b5c010ec7c38e1a8bef5e?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
3v2iU1YTx5cHinrknLX4vp,We're All In This Together,39,279186,0,https://p.scdn.co/mp3-preview/2a61d0ad48b12cff7641b1d3f869da69b1ce4f4e?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
1eDknpmiMTIqdDb7SaYSdf,Crying Out For Me - Main,0,288386,0,https://p.scdn.co/mp3-preview/e64d5efe015e2fd40aed9077d6733c2311f03da7?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
43PBE5b3RJgwfi1i9xKtEs,Gold Digger,51,207626,0,https://p.scdn.co/mp3-preview/5d301311457bcbd3b7da7c7391b57f68f0300bdd?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
2pKdeTspc5If91jL1v203P,Hello,45,281429,0,https://p.scdn.co/mp3-preview/90a3b022373a9a1bb1ceec7e56ac5e5b37c1d1ae?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
0vWUhCPxpJOJR5urYbZypB,Hypnotized,61,195657,0,https://p.scdn.co/mp3-preview/b31ada4d1aa0a60d253c28c47a362e297569d5b5?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
1XUvMfqkPKGMXo3HzsEHOv,Wake Up,18,218640,0,https://p.scdn.co/mp3-preview/f6ace23ee415278521a78b892ccaea1e4eb06eb0?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
029NqmIySn1kOY305AAhxT,Sledgehammer,61,313533,0,https://p.scdn.co/mp3-preview/c40914ea8420f1292cbddbcc5250902530566f4c?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
4wH4dJgrsxONID6KS2tDQM,Maneater,81,258893,0,https://p.scdn.co/mp3-preview/bf4f712f43d7f97c5da8a7858de2b36d800c4a8b?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
2Aqk8Rup7eQN1PoZZ5Ag0j,I Still Call Australia Home - Single Version,35,237453,0,https://p.scdn.co/mp3-preview/add73451609cac4a78d77829f76e745b836aad1e?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
5fPgZkaDR5VfkObCsQfbLv,Money Honey,17,195800,0,https://p.scdn.co/mp3-preview/0bf440a03d66fc66dfb42fa449fd697e307f7309?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
2Za1AlJNvksouPPWbXpR2X,Good Old Days (feat. Kesha),68,240506,0,https://p.scdn.co/mp3-preview/c0e1c96502d357facf7ffaf1d143de31bbeb6780?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
50ZhLFpAf5nWUH9GlCwrWn,Let's Twist Again,0,136666,0,https://p.scdn.co/mp3-preview/12cc244762341fea4701c0d41604a7a57b0aa472?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
1I3ZtkoM19zN8cV62XpbwW,The Greatest View,37,242973,0,https://p.scdn.co/mp3-preview/d1c1e31bf0c1c75d6aee52117ba58f6f8d1ab125?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
4n6qCrHzgjw0qcjg02AWi0,Get Set,42,193893,0,https://p.scdn.co/mp3-preview/2ac2dd1b641e85cc3c29aafd0609bc933c5cc085?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
40SBS57su9xLiE1WqkXOVr,Afraid To Feel,78,177524,0,https://p.scdn.co/mp3-preview/ef097e0e455e0958ae85f58582eff55537d2a507?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
3GpdNg7Krt9vjc6tgDoKe1,Breakfast At Tiffany's,0,257186,0,https://p.scdn.co/mp3-preview/7bf57cbf18feec369fe7642170233df65c4c16f6?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
0QxwQkCU0CjNU86C85wmOz,The Big Hurt,0,129105,0,https://p.scdn.co/mp3-preview/57f25d341670b658db27a41a00c8df13ebac86a2?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
2OpY5KKUvkYAkiY8FEG1Wi,Angel in Blue Jeans,0,204466,0,https://p.scdn.co/mp3-preview/af34c960578e68aa1c8bb92db4af526893b992b6?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
2qhASBzpbFhPRtrnZ5lLnz,Unchained Melody,76,218013,0,https://p.scdn.co/mp3-preview/6bf5e54931ce622e2e5b402b2d5959353de8cb10?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
68O1r5xQADu0JjvBibg9zN,Something's Gotten Hold of My Heart,48,280488,0,https://p.scdn.co/mp3-preview/fef6cf5e0455cff4c9ab9018da00c6e7985c3fb8?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
0wGCqbabpDypLS3rT1t0XI,Another Night On The Road,0,249973,0,https://p.scdn.co/mp3-preview/eb1b3d0bf1811f7dca5579e1a70af1d7786a16ab?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
0mLAgHQP1BOkoHhDu622BQ,Get Down On It,0,213426,0,https://p.scdn.co/mp3-preview/0759da9804568d6c1028681a1b23ce779977454b?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
2KukL7UlQ8TdvpaA7bY3ZJ,BREAK MY SOUL,61,278281,0,https://p.scdn.co/mp3-preview/37fd7166b305199b1216762e7c1abc18ac8cab0f?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
0OASxlnHMLraisQTNk0lCj,Tip Of My Tongue,0,240506,0,https://p.scdn.co/mp3-preview/3815e32d1d802685735ff5b77b41e12e38697be0?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
2F3kAASEmMtJevyYoERBPa,Heartbeat,0,256226,0,https://p.scdn.co/mp3-preview/ffa73162a727f4b8da33e81dcfacb5543889b824?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
3WSyYBhLZRLbQo2tJgFvSR,Sleeping Satellite,60,281853,0,https://p.scdn.co/mp3-preview/67600744791418ae40b468431c5213fd58452885?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
0e8nrvls4Qqv5Rfa2UhqmO,THATS WHAT I WANT,75,143901,1,https://p.scdn.co/mp3-preview/f6958f897e3817fcbb6647d62f66c71ee96d1981?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
5UwbnHhjnbinJH8TefuQfN,Long Cool Woman (In a Black Dress) - 1999 Remaster,28,199200,0,https://p.scdn.co/mp3-preview/718bebe2fac6d26d559b6babee20cbbdd66d5390?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
3L7RtEcu1Hw3OXrpnthngx,Don't You Want Me,77,236920,0,https://p.scdn.co/mp3-preview/37e6049e5c604a5a0b0c0c5ef68208f72e0fed38?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
4qew910BqrKhPv5SmmxqzL,Even Better Than The Real Thing,0,221373,0,https://p.scdn.co/mp3-preview/e6b367bf59d60a0fcec869a814d2d569a2af362b?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
30Zav1J4qpx9QuX5EXbVUt,All Seats Taken,20,212080,0,https://p.scdn.co/mp3-preview/aafccf65680bdfbe130f6d8f336b1dba7f218822?cid=9950ac751e34487dbbe027c4fd7f8e99,approved,2,1
