album_id,artist_id
3CaQTJU2Cpx7GXTgenmb2r,74XFHRwlV6OrjEM0A2NCMF
01KB6ccwWZ1iVufgXMoOuX,0LyfQWJT6nXafLPZqxe9Of
6wiPmk3powmcz3G7zr6krg,4gzpq5DPGxSnKTe4SA8HAU
4HUntZg0YV0qCvRxmIhq2U,0LyfQWJT6nXafLPZqxe9Of
3uN1oiR3KIuj642PscLiAQ,3XsgWn63EnA4wYZBjVyxjf
1imTGKx9Ak5kaPpZLC9DGg,1FqqOl9itIUpXr4jZPIVoT
63k57x0qOkUWEMR0dkMivh,08GQAI4eElDnROBrJRGE0X
1ciAVKFdlpLi2eGDlXv6Bo,5pKCCKE2ajJHZ9KAiaK11H
2pABD3sfXVajKVXw83WMvT,0C8ZW7ezQVs4URX5aX7Kqx
2pABD3sfXVajKVXw83WMvT,64KEffDW9EtZ1y2vBYgq8T
7L4wBF41PvzPCQbPoXNfPs,698hF4vcwHwPy8ltmXermq
36LFffxVAnwu4Hz6juT1uW,0LyfQWJT6nXafLPZqxe9Of
3T4tUhGYeRNVUGevb0wThu,6eUKZXaKkcviH0Ku9w2n3V
17PNvuwxQ9gmeYkoq9Vo93,5xQKoGD7Ql92fWd1uWwKkf
1oWxRkI4V9d3hH3PqWpx9H,5rSXSAkZ67PYJSvpUpkOr7
506tSgFO28YCEALMLihVPB,1l8Fu6IkuTP0U5QetQJ5Xt
6d4dgGamepehj0WwsYXTKi,27T030eWyCQRmDyuvr1kxY
11EMdtFL51DToiX7mDlg3K,6Vg8U5m1yHwqRyQMi87tay
11EMdtFL51DToiX7mDlg3K,6Rboxwjnvu3wLcwzhlnaSO
5dN7F9DV0Qg1XRdIgW8rke,7oPftvlwr6VrsViSDV7fJY
1jdLbCgZFGrJV5HFwPJIKJ,4tX2TplrkIP4v05BNC903e
1AHZd3C3S8m8fFrhFxyk79,7oPftvlwr6VrsViSDV7fJY
5BrUyKkJIavGjRwYzKrF84,2yTUYhIf8fxptTIy3KLuJD
5fjc7x9genFjAynvs3g1oi,6nNkKMkPl1qBCEW3Al9eVV
4wO2qaJkdsmNyZrJ4OmTCN,2PeqTZKroEc2oDwTfmB2al
5b2A8trHABO53urxYLhG14,2HBbky0Z08ZcCKVsXWbNE4
5zseibu9WEsPaZmkJUMkz1,3FUY2gzHeIiaesXtOAdB7A
0QqO8gwHZ3pMMyCH2avhjA,5M0fvL9GMc2zTuIIQwresj
6wCttLq0ADzkPgtRnUihLV,3WrFJ7ztbogyGnTHbHJFl2
6MAEuDumUgxsWaEWA6lddg,7nDsS0l5ZAzMedVRKPP8F1
1TxG8XGSYdrCZAIMbbUi9c,622HMYOaiqowUmcd5t3b7t
4MC0ZjNtVP1nDD5lsLxFjc,6dYrdRlNZSKaVxYg5IrvCH
41sBXDAGXQpwnI2uIkSrM5,0u2FHSq3ln94y5Q57xazwf
0lj5tDBUt1i1b1Llobu23M,3rRmDmzPcAFwcUDvG5gBqO
27nbxiTBXjPktVWud25VlD,5hQCwevTf03u1rECrRMeop
4QQWpCEX4BxMXwRQmtkKY6,3PhoLpVuITZKcymswpck5b
4QQWpCEX4BxMXwRQmtkKY6,26dSoYclwsYLMAKD3tpOr4
3POXlpDv0cikb180eu6k5j,6ieVhWXtOmK6DO6dmX7Eko
7tkBdkUlfzphtKxAC0tCZm,0repuWOrxA3wK6vdP99hoZ
6i7mF7whyRJuLJ4ogbH2wh,4oUHIQIBe0LHzYfvXNW4QM
6gqFJdUfnnDx0PttSUlGFh,27rXetqqGSi2spXzggwehc
6NtLwlr1uXEOWDLjZzI4qu,5VAHm7V5mnsxvQrWw3KHmx
4tSyLb9l1xuqGBxjv1jiLn,72KyoXzp0NOQij6OcmZUxk
2Ip0kyHG3zLfmlPJWZsfLB,2yTUYhIf8fxptTIy3KLuJD
7BaS787qIlgKTMOFR2e91E,1zNqDE7qDGCsyzJwohVaoX
1OnzqJTL9bwe4kvaLxRYxt,5cj0lLjcoR7YOSnhnX0Po5
1OnzqJTL9bwe4kvaLxRYxt,7tYKF4w9nC0nq9CsPZTHyP
0xzScN8P3hQAz3BT3YYX5w,7n2wHs1TKAczGzO7Dd2rGr
6ufis2iWp3hrox9QJfg5Jq,3mQBpAOMWYqAZyxtyeo4Lo
5Iec810oL6PorbyBVjLnmD,43ZHCT0cAZBISjO8DG9PnE
093amtf9s8VkIdUtvd2Tap,7bu3H8JO7d0UbMoVzbo70s
1Ms3J8LcSCMH29tG5bSKLu,6tbjWDEIzxoDsBA1FuhfPW
2ZaX1FdZCwchXl1QZiD4O4,7n2wHs1TKAczGzO7Dd2rGr
2ZaX1FdZCwchXl1QZiD4O4,4nDoRrQiYLoBzwC5BhVJzF
4RMTObzJkGFe2YrQLgZdCT,6Q8cPPtM6vgTZO2iaVOjEk
4aJKZKk3jb1oz7wb0OKLTw,0XNa1vTidXlvJ2gHSsRi4A
1wSk4NvNUF3BB9jju2S6Qk,32lVGr0fSRGT6okLKHiP68
4E2eUhFHqTG2pu9MN1NDIF,6kACVPfCOnqzgfEF5ryl0x
5oUZ9TEZR3wOdvqzowuNwl,6eUKZXaKkcviH0Ku9w2n3V
2Q5MwpTmtjscaS34mJFXQQ,22bE4uQ6baNwSHPVcDxLCe
7avCH7Vpo5bCwY6ny2rY7e,2hrWpLNoJcs1EnWSXvB6JI
1uBbqmHrxYPojH0nmgkfxB,6S0IvKlvPMX1RtAYtVpUV8
3upijI443B2Al8Q0gqmRX2,5lKZWd6HiSCLfnDGrq9RAm
5nKpMsduwp5xqCKq2IbSKv,22bE4uQ6baNwSHPVcDxLCe
0F77QekrNe8vVAjU2sepja,0ECwFtbIWEVNwjlrfc6xoL
74rRdoFP8aO3ZhY8MeZK0m,0Xi59sEw38vRvwleSAVqoo
6DmXKM13nNgIIby2FdK0f8,1Xyo4u8uXC1ZmMpatF05PJ
5YPI9qfm2uuMxlq4CEUOFu,6BkcAbUkfIBM4XudxieMq8
1aWIPcWf3fDEZT6geXjCfU,2wvUfjKGoXvcnDHq7GgMOa
2puALR81qCmKmbOyuHAI94,3BmGtnKgCSGYIUhmivXKWX
5j5ngp5GBH7zW3RhHljRK9,0u2FHSq3ln94y5Q57xazwf
5j5ngp5GBH7zW3RhHljRK9,1KCSPY1glIKqW2TotWuXOR
4fUDor6o5gw0b18iYKEaRq,6RZUqkomCmb8zCRqc9eznB
1tTTDe47X0rTO4q7RidIan,3wYyutjgII8LJVVOLrGI0D
1Ghv7iViywM23K8BRFggQv,6IYnSXO40Bh7Zdqhf6rQoj
5o8IrQOjfnuWNpQtzvZEOP,3YUrEElXpqiPSbffh9XXZd
7DTQvbITKXlZRT9UX9sPSj,0LyfQWJT6nXafLPZqxe9Of
1p6cWoueuunhpgy6131zAd,0vYkHhJ48Bs3jWcvZXvOrP
6gMv3MgFlieOM6Uz5GZBzy,4KWTAlx2RvbpseOGMEmROg
3Faeb8KPVk4ntMz0GBGlJO,2ekjTXgjxbWwBX5lTAj4DU
4a9wAQAuhDfUrc1NnWl4QO,6HGeVgbCIyLs0cD7SVykwQ
7HSONsw7mumBE5q0e7KJW2,23wr9RJZg0PmYvVFyNkQ4j
0ibakzajBLU1z7AQM7miwT,1EVWYRr2obCRDoSoD6KSuM
5fKL7vMTXvhR9tov8Kqt3u,6deZN1bslXzeGvOLaLMOIF
2bw00gRKNKbTFOqCkohbSh,64KEffDW9EtZ1y2vBYgq8T
2bw00gRKNKbTFOqCkohbSh,6LuN9FCkKOj5PcnpouEgny
6yxaSq8tPCIyg1XxXrQBg9,0aRJShMkUsHVCyCw5Klxj3
4lsQp3EEpwSUYNr6NHlKR5,0LyfQWJT6nXafLPZqxe9Of
1Pk2Ke05iwRqHS9FHsZBWt,4NOVe4Wki1UYTaKdC9OBOt
3qqNK0vVuCtPUYR7PNAkOF,01pKrlgPJhm5dB4lneYAqS
4nka5RtqtC17gwfl4bjFs8,1KCSPY1glIKqW2TotWuXOR
6mcwghwWeSp1Ol1IpsYDOM,2d3VHzlOEwXvmBdS4pzOPL
1rVhockt4RAiZFaK3M3zPB,4lxfqrEsLX6N1N4OCSkILp
21tsMIrRLUKFwfvX9oxQZR,1KCSPY1glIKqW2TotWuXOR
3tnk5ETPqbPL37gMekGKk7,17UkABEasVRlCcIFZ3wHb7
2Lj9mbgsyKozGGbHmF1EB8,4ACplpEqD6JIVgKrafauzs
40i4U8691CTAUVKSEQ5wcy,4GCWiBjgcpUciB55iT5bel
2Go2GZ8qMznHdAoLO1cG4W,485uL27bPomh29R4JmQehQ
6kzmZYoPgcFMjdEjnngIaH,2EqPo7BwJq5UJsE5nWqgrk
6o5Da716CH8m1im2XiaeE1,3mZqziCJj4pq3P2VBpmK6p
17nsjQSGPKvpv3K4xHC90w,1T0wRBO0CK0vK8ouUMqEl5
6YbWlg2x8aIHASDTunWF8H,72Nhcx7prNk2ZCxhx0Y5es
